Beginn	BE	Cap	B-BEGIN
Projekt	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
das	PAR	NoCap	B-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Süden	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
den	PAR	NoCap	B-PARAGRAPH
Norden	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
aber	PAR	NoCap	B-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Osten	PAR	Cap	I-PARAGRAPH
gleichwertig	PAR	NoCap	I-PARAGRAPH
einschließt	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Ich	PAR	Cap	B-PARAGRAPH
will	PAR	NoCap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
einmal	PAR	NoCap	I-PARAGRAPH
darauf	PAR	NoCap	I-PARAGRAPH
hinweisen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
deutsche	PAR	NoCap	I-PARAGRAPH
Führungsverantwortung	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
heißt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
unsere	PAR	NoCap	I-PARAGRAPH
wirtschaftliche	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
politische	PAR	NoCap	I-PARAGRAPH
Stärke	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
dominant	PAR	NoCap	I-PARAGRAPH
ausspielen	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Geschichte	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
gut	PAR	NoCap	I-PARAGRAPH
bekommen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Insofern	PAR	Cap	B-PARAGRAPH
möchte	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
hier	PAR	NoCap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
einmal	PAR	NoCap	I-PARAGRAPH
deutlich	PAR	NoCap	I-PARAGRAPH
machen	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Es	PAR	Cap	B-PARAGRAPH
geht	PAR	NoCap	I-PARAGRAPH
um	PAR	NoCap	I-PARAGRAPH
solidarische	PAR	NoCap	I-PARAGRAPH
Führungsverantwortung	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Die	PAR	Cap	B-PARAGRAPH
Bundesregierung	PAR	Cap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
alles	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
ihren	PAR	NoCap	I-PARAGRAPH
Möglichkeiten	PAR	Cap	I-PARAGRAPH
Stehende	PAR	Cap	I-PARAGRAPH
tun	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
um	PAR	NoCap	B-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
aus	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Krise	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
führen;denn	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
für	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
eintreten	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
ist	PAR	NoCap	B-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Solidarität	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
des	PAR	NoCap	B-PARAGRAPH
sozialen	PAR	NoCap	I-PARAGRAPH
Zusammenhalts	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
gemeinsamen	PAR	NoCap	I-PARAGRAPH
Werte	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Dieses	PAR	Cap	B-PARAGRAPH
bessere	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
wirgemeinsam	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
unseren	PAR	NoCap	I-PARAGRAPH
Partnern	PAR	Cap	I-PARAGRAPH
bauen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
bitte	PAR	NoCap	I-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
liebe	PAR	NoCap	B-PARAGRAPH
Kolleginnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Kollegen	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
um	PAR	NoCap	B-PARAGRAPH
Ihre	PAR	Cap	I-PARAGRAPH
tatkräftige	PAR	NoCap	I-PARAGRAPH
Unterstützung	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
und	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
CDU/CSU	FRACT	Cap	B-FRACTION
)	EBRACKET	NoCap	B-EBRACKET

Präsident	PRE	Cap	B-PRESIDENT
Dr.	TITLE	Cap	B-TITLE
Norbert$Lammert	NAME	Cap	B-NAME
:	COL	NoCap	B-COLON

Andrej	NAME	Cap	B-NAME
Hunko	NAME	Cap	I-NAME
ist	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
nächste	PAR	NoCap	I-PARAGRAPH
Redner	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Fraktion	PAR	Cap	I-PARAGRAPH

Die	PAR	Cap	B-PARAGRAPH
Linke	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
LINKEN	PAR	Cap	I-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

Andrej	NAME	Cap	B-NAME
Hunko	NAME	Cap	I-NAME
(	BBRACKET	NoCap	B-BBRACKET
DIE	FRACT	Cap	B-FRACTION
LINKE	FRACT	Cap	I-FRACTION
)	EBRACKET	NoCap	B-EBRACKET
:	COL	NoCap	B-COLON

Herr	TITLE	Cap	B-TITLE
Präsident	NAME	Cap	B-NAME
!	DOT	NoCap	B-DOT
Meine	PAR	Cap	B-PARAGRAPH
Damen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Herren	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
Herr	TITLE	Cap	B-TITLE

Staatsminister	PAR	Cap	B-PARAGRAPH
Link	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Entschuldigung	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Herr	TITLE	Cap	B-TITLE
Staatsminister	NAME	Cap	B-NAME
Roth	NAME	Cap	I-NAME
–	PAR	NoCap	B-PARAGRAPH

512	NUM	NoCap	B-NUMBER
Deutscher	PAR	Cap	B-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
18	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Wahlperiode	PAR	Cap	B-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
9	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Sitzung	PAR	Cap	B-PARAGRAPH
.	DOT	NoCap	B-DOT
Berlin	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Freitag	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
den	PAR	NoCap	B-PARAGRAPH
17	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Januar	PAR	Cap	B-PARAGRAPH
2014	NUM	NoCap	B-NUMBER

Andrej	NAME	Cap	B-NAME
Hunko	NAME	Cap	I-NAME

(	BBRACKET	NoCap	B-BBRACKET
A	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET
(	BBRACKET	NoCap	B-BBRACKET
C	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

(	BBRACKET	NoCap	B-BBRACKET
D	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET
(	BBRACKET	NoCap	B-BBRACKET
B	PAR	Cap	B-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

(	BBRACKET	NoCap	B-BBRACKET
Michael	NAME	Cap	B-NAME
Roth	NAME	Cap	I-NAME
,	DOT	NoCap	B-DOT
Staatsminister	PAR	Cap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Ich	PAR	Cap	B-PARAGRAPH
darf	PAR	NoCap	I-PARAGRAPH
ihn	PAR	NoCap	I-PARAGRAPH
herzlich	PAR	NoCap	I-PARAGRAPH
grüßen	PAR	NoCap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
–	PAR	NoCap	B-PARAGRAPH
Manuel	NAME	Cap	B-NAME
Sarrazin	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90/DIE	FRACT	Cap	I-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Das	PAR	Cap	B-PARAGRAPH
war	PAR	NoCap	I-PARAGRAPH
aber	PAR	NoCap	I-PARAGRAPH
einKompliment	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
keine	PAR	NoCap	I-PARAGRAPH
Beleidigung	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	EBRACKET	NoCap	B-EBRACKET

Einen	PAR	Cap	B-PARAGRAPH
Moment	PAR	Cap	I-PARAGRAPH
bitte	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
das	PAR	NoCap	B-PARAGRAPH
Pult	PAR	Cap	I-PARAGRAPH
fährt	PAR	NoCap	I-PARAGRAPH
immer	PAR	NoCap	I-PARAGRAPH
weiter	PAR	NoCap	I-PARAGRAPH
hoch	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Präsident	PRE	Cap	B-PRESIDENT
Dr.	TITLE	Cap	B-TITLE
Norbert$Lammert	NAME	Cap	B-NAME
:	COL	NoCap	B-COLON

Solange	PAR	Cap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
sehen	PAR	NoCap	I-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Herr	TITLE	Cap	B-TITLE
Kollege	NAME	Cap	B-NAME
,	DOT	NoCap	B-DOT
hören	PAR	NoCap	B-PARAGRAPH

wir	PAR	NoCap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Heiterkeit	MOOD	Cap	B-MOOD
)	EBRACKET	NoCap	B-EBRACKET

Andrej	NAME	Cap	B-NAME
Hunko	NAME	Cap	I-NAME
(	BBRACKET	NoCap	B-BBRACKET
DIE	FRACT	Cap	B-FRACTION
LINKE	FRACT	Cap	I-FRACTION
)	EBRACKET	NoCap	B-EBRACKET
:	COL	NoCap	B-COLON

Herr	TITLE	Cap	B-TITLE
Staatsminister	NAME	Cap	B-NAME
Roth	NAME	Cap	I-NAME
,	DOT	NoCap	B-DOT
Sie	PAR	Cap	B-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
eben	PAR	NoCap	I-PARAGRAPH
an	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Ers	PAR	Cap	I-PARAGRAPH

ten	PAR	NoCap	B-PARAGRAPH
Weltkrieg	PAR	Cap	I-PARAGRAPH
erinnert	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
gesagt	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Er	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
ausgebrochen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
–	PAR	NoCap	B-PARAGRAPH
Ich	PAR	Cap	I-PARAGRAPH
denke	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
er	PAR	NoCap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
Ergebnis	PAR	Cap	I-PARAGRAPH
einer	PAR	NoCap	I-PARAGRAPH
spezifischenPolitik	PAR	NoCap	I-PARAGRAPH
insbesondere	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
deutscher	PAR	NoCap	I-PARAGRAPH
Seite	PAR	Cap	I-PARAGRAPH
gewesen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Aber	PAR	Cap	B-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
darf	PAR	NoCap	I-PARAGRAPH
Ihnen	PAR	Cap	I-PARAGRAPH
sagen	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Die	PAR	Cap	B-PARAGRAPH
Linke	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Partei	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Tradition	PAR	Cap	I-PARAGRAPH
derjenigen	PAR	NoCap	I-PARAGRAPH
steht	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
schon	PAR	NoCap	I-PARAGRAPH
damals	PAR	NoCap	I-PARAGRAPH
gegen	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Ersten	PAR	Cap	I-PARAGRAPH
Weltkrieg	PAR	Cap	I-PARAGRAPH
gestellt	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Deutschland	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
in	PAR	NoCap	B-PARAGRAPH
Frankreich	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
in	PAR	NoCap	B-PARAGRAPH
Russland	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
vielen	PAR	NoCap	I-PARAGRAPH
anderen	PAR	NoCap	I-PARAGRAPH
europäischen	PAR	NoCap	I-PARAGRAPH
Ländern	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
LINKEN	PAR	Cap	I-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

Wir	PAR	Cap	B-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
ebenfalls	PAR	NoCap	I-PARAGRAPH
entschieden	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Tradition	PAR	Cap	I-PARAGRAPH
derjenigen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
sagen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
etwas	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
wieder	PAR	NoCap	I-PARAGRAPH
passieren	PAR	NoCap	I-PARAGRAPH
darfund	PAR	NoCap	I-PARAGRAPH
dass	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
entsprechende	PAR	NoCap	I-PARAGRAPH
europäische	PAR	NoCap	I-PARAGRAPH
Zusammenarbeit	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
eine	PAR	NoCap	B-PARAGRAPH
entsprechende	PAR	NoCap	I-PARAGRAPH
europäische	PAR	NoCap	I-PARAGRAPH
Integrationals	PAR	Cap	I-PARAGRAPH
Teil	PAR	Cap	I-PARAGRAPH
einer	PAR	NoCap	I-PARAGRAPH
internationalen	PAR	NoCap	I-PARAGRAPH
Zusammenarbeit	PAR	Cap	I-PARAGRAPH
brauchen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
LINKEN	PAR	Cap	I-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

Wenn	PAR	Cap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Deutschland	PAR	Cap	I-PARAGRAPH
über	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
diskutiert	PAR	NoCap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
diskutieren	PAR	NoCap	I-PARAGRAPH
heute	PAR	NoCap	I-PARAGRAPH
ja	PAR	NoCap	I-PARAGRAPH
über	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Arbeitsprogramm	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Kommission	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wird	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
manchmal	PAR	NoCap	I-PARAGRAPH
etwas	PAR	NoCap	I-PARAGRAPH
absurd	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Mir	PAR	Cap	B-PARAGRAPH
schrieb	PAR	NoCap	I-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
einigen	PAR	NoCap	I-PARAGRAPH
Tagen	PAR	Cap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
Luxemburger	PAR	Cap	I-PARAGRAPH
Genosse	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
déi	PAR	NoCap	I-PARAGRAPH
Lénk	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
der	PAR	NoCap	B-PARAGRAPH
Linken	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Luxemburg	PAR	Cap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Ich	PAR	Cap	B-PARAGRAPH
verstehe	PAR	NoCap	I-PARAGRAPH
eure	PAR	NoCap	I-PARAGRAPH
Debatte	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Deutschland	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Luxemburg	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
mehr	PAR	NoCap	I-PARAGRAPH
oder	PAR	NoCap	I-PARAGRAPH
weniger	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
gleiche	PAR	NoCap	I-PARAGRAPH
Wahlprogramm	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
aber	PAR	NoCap	B-PARAGRAPH
niemand	PAR	NoCap	I-PARAGRAPH
käme	PAR	NoCap	I-PARAGRAPH
hier	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Idee	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
uns	PAR	NoCap	B-PARAGRAPH
alsantieuropäisch	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
diffamieren	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Wenn	PAR	Cap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
zum	PAR	NoCap	I-PARAGRAPH
Beispiel	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Hamburg	PAR	Cap	I-PARAGRAPH
darüber	PAR	NoCap	I-PARAGRAPH
diskutieren	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
was	PAR	NoCap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Hamburg	PAR	Cap	I-PARAGRAPH
falsch	PAR	NoCap	I-PARAGRAPH
läuft	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Verhältnisse	PAR	Cap	I-PARAGRAPH
dort	PAR	NoCap	I-PARAGRAPH
kritisieren	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
machen	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
diesen	PAR	NoCap	I-PARAGRAPH
Tagenzu	PAR	Cap	I-PARAGRAPH
Recht	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dann	PAR	NoCap	B-PARAGRAPH
kommt	PAR	NoCap	I-PARAGRAPH
doch	PAR	NoCap	I-PARAGRAPH
niemand	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Idee	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
zu	PAR	NoCap	B-PARAGRAPH
fragen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
ob	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
antihamburgisch	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Aber	PAR	Cap	B-PARAGRAPH
wenn	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
europäischer	PAR	NoCap	I-PARAGRAPH
Ebene	PAR	Cap	I-PARAGRAPH
Dinge	PAR	Cap	I-PARAGRAPH
kritisieren	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dann	PAR	NoCap	B-PARAGRAPH
kommt	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Vorwurf	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
er	PAR	NoCap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
wahrscheinlich	PAR	NoCap	I-PARAGRAPH
gleich	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Herrn	PAR	Cap	I-PARAGRAPH
Sarrazin	PAR	Cap	I-PARAGRAPH
kommen	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wir	PAR	NoCap	B-PARAGRAPH
seien	PAR	NoCap	I-PARAGRAPH
antieuropäisch	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Axel	NAME	Cap	B-NAME
Schäfer	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
Bochum	PAR	Cap	I-PARAGRAPH
]	PAR	NoCap	I-PARAGRAPH
[	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Zu	PAR	Cap	B-PARAGRAPH
Recht	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
)	EBRACKET	NoCap	B-EBRACKET

Präsident	PRE	Cap	B-PRESIDENT
Dr.	TITLE	Cap	B-TITLE
Norbert$Lammert	NAME	Cap	B-NAME
:	COL	NoCap	B-COLON

Genau	PAR	Cap	B-PARAGRAPH
dies	PAR	NoCap	I-PARAGRAPH
wollen	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
klären	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
ob	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
mögli	PAR	NoCap	I-PARAGRAPH

che	PAR	NoCap	B-PARAGRAPH
Frage	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Kollegen	PAR	Cap	I-PARAGRAPH
Sarrazin	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
–	PAR	NoCap	B-PARAGRAPH
Bitte	PAR	Cap	I-PARAGRAPH
schön	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Axel	NAME	Cap	B-NAME
Schäfer	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
Bochum	PAR	Cap	I-PARAGRAPH
]	PAR	NoCap	I-PARAGRAPH
[	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Der	PAR	Cap	B-PARAGRAPH
Vorwurf	PAR	Cap	I-PARAGRAPH
besteht	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
